,0
AGG87276.1,0.1422952019362236
AGG87277.1,0.17443287919077488
AGG87278.1,0.21260568426833576
AGG87279.1,0.09055177912726113
AGG87280.1,0.1861631994811556
AGG87281.1,0.08531083135162484
AGG87282.1,0.09682959588338334
AGG87283.1,0.18801679708983784
AGG87284.1,0.17050022112848517
AGG87285.1,0.23287898797411796
AGG87286.1,0.1226282394506407
AGG87287.1,0.11815821528692468
AGG87288.1,0.06862851997127624
AGG87289.1,0.06877846268901953
AGG87290.1,0.13023843319565526
AGG87291.1,0.2129630965397635
AGG87292.1,0.3829195584122912
AGG87293.1,0.611755010880249
AGG87294.1,0.5573717313476205
AGG87295.1,0.19391992631365754
AGG87296.1,0.1192436917172457
AGG87297.1,0.16711244853005403
AGG87298.1,0.4385340099974803
AGG87299.1,0.1876094123144933
AGG87300.1,0.35758470936606046
AGG87301.1,0.08690156719271809
AGG87302.1,0.09698041460428047
AGG87303.1,0.31203216542941214
AGG87304.1,0.27066273555985815
AGG87305.1,0.2681841356423165
AGG87306.1,0.16491084019495517
AGG87307.1,0.14168298233824694
AGG87308.1,0.12494134405674465
AGG87309.1,0.14783757364489009
AGG87310.1,0.07949159229754921
AGG87311.1,0.18560731778312375
AGG87312.1,0.07666686205445165
AGG87313.1,0.09454503107072523
AGG87314.1,0.1086653061992188
AGG87315.1,0.49450013296864626
AGG87316.1,0.1255791217087712
AGG87317.1,0.13184033049526966
AGG87318.1,0.11600003362177655
AGG87319.1,0.10397799728709527
AGG87320.1,0.06750322015606387
AGG87321.1,0.059152618316135094
AGG87322.1,0.07059699245217617
AGG87323.1,0.05245343164077038
AGG87324.1,0.12164724146767669
AGG87325.1,0.17255055384160004
AGG87326.1,0.11252676846476099
AGG87327.1,0.12023480444006564
AGG87328.1,0.2139927432060581
AGG87329.1,0.06353999492650367
AGG87330.1,0.12186491793438105
AGG87331.1,0.09288715522278143
AGG87332.1,0.2085000553525001
AGG87333.1,0.3499134915282803
AGG87334.1,0.12553031505193157
AGG87335.1,0.08971343908574009
AGG87336.1,0.11593333339391396
AGG87337.1,0.21588231168222843
AGG87338.1,0.32886298028090627
AGG87339.1,0.07739947684832929
AGG87340.1,0.29346938641063053
AGG87341.1,0.12886476277602443
AGG87342.1,0.11265041933177905
AGG87343.1,0.11451581481911999
AGG87344.1,0.0795080536178413
AGG87345.1,0.09986996455891065
AGG87346.1,0.10201104919735199
AGG87347.1,0.10103125196769476
AGG87348.1,0.05041880581725511
AGG87349.1,0.11760953140687068
AGG87350.1,0.5690276743259037
AGG87351.1,0.5028148197971648
AGG87352.1,0.48523787190452605
AGG87353.1,0.03753397071379503
AGG87354.1,0.0626352842057617
AGG87355.1,0.07804191946886929
AGG87356.1,0.06299792249200865
AGG87357.1,0.12556300178332233
AGG87358.1,0.04755524800487837
AGG87359.1,0.4271211245024134
AGG87360.1,0.08207242568185777
AGG87361.1,0.10888760067317169
AGG87362.1,0.13156047142212252
AGG87363.1,0.09553397704243449
AGG87364.1,0.09778848640657316
AGG87365.1,0.10343211838396235
AGG87366.1,0.14665229197365062
AGG87367.1,0.2628978457892775
AGG87368.1,0.07930717385422068
AGG87369.1,0.15324420386291682
AGG87370.1,0.24821718984893346
AGG87371.1,0.19062684536048038
AGG87372.1,0.22745540835391523
AGG87373.1,0.3972483334811661
AGG87374.1,0.20192372198959804
AGG87375.1,0.09677041605624767
AGG87376.1,0.15262933144561092
AGG87377.1,0.2312067860871302
AGG87378.1,0.07930279535709368
AGG87379.1,0.13636932517205919
AGG87380.1,0.0823084095704642
AGG87381.1,0.14170313667177198
AGG87382.1,0.2574410353464497
AGG87383.1,0.11759260271362211
AGG87384.1,0.15476929875328851
AGG87385.1,0.20271660698636898
AGG87386.1,0.46438214217855245
AGG87387.1,0.26139850211430604
AGG87388.1,0.1228833715639871
AGG87389.1,0.17473178224571212
AGG87390.1,0.15631753083244443
AGG87391.1,0.31461620245182087
AGG87392.1,0.321925773629233
AGG87393.1,0.3778727230829335
AGG87394.1,0.2975558564171126
AGG87395.1,0.19517452805711444
AGG87396.1,0.3579255146483957
AGG87397.1,0.5901142555092002
AGG87398.1,0.44102263611438325
AGG87399.1,0.07174228486555258
AGG87400.1,0.2234619242559855
AGG87401.1,0.221378321124736
AGG87402.1,0.2296799876487074
AGG87403.1,0.24695173312331714
AGG87404.1,0.2903910451783934
AGG87405.1,0.12039584445784446
AGG87406.1,0.2071081945940089
AGG87407.1,0.15768718896305592
AGG87408.1,0.14573948653603258
AGG87409.1,0.15541894323986516
AGG87410.1,0.08711847107761939
AGG87411.1,0.10201935472838009
AGG87412.1,0.2378025338849574
AGG87413.1,0.0550715202702613
AGG87414.1,0.1338610232522669
AGG87415.1,0.20461218223402
AGG87416.1,0.6439958932874854
AGG87417.1,0.49833512668121066
AGG87418.1,0.41845978102412074
AGG87419.1,0.14010436541590895
AGG87420.1,0.31997651257115345
AGG87421.1,0.4736388324015734
AGG87422.1,0.2234536257183691
AGG87423.1,0.09339984194859136
AGG87424.1,0.09513079416962694
AGG87425.1,0.09456668800802157
AGG87426.1,0.09942626762566321
AGG87427.1,0.07648293425324848
AGG87428.1,0.09671444480729446
AGG87429.1,0.312491078799334
AGG87430.1,0.10397753661211073
AGG87431.1,0.17755351581615242
AGG87432.1,0.16936709924796123
AGG87433.1,0.20650015872209113
AGG87434.1,0.1731054281282549
AGG87435.1,0.42832784748855857
AGG87436.1,0.16527024688361652
AGG87437.1,0.44274224582535804
AGG87438.1,0.18811135174903917
AGG87439.1,0.07713183528970134
AGG87440.1,0.19254578247108065
AGG87441.1,0.16086427187331465
AGG87442.1,0.2610993883627035
AGG87443.1,0.08903136823325881
AGG87444.1,0.08787252477854675
AGG87445.1,0.08638922801929934
AGG87446.1,0.3459516510681636
AGG87447.1,0.12357574443835018
AGG87448.1,0.1013237791856498
AGG87449.1,0.08074799514216466
AGG87450.1,0.2721709318471928
AGG87451.1,0.13350889734098237
AGG87452.1,0.10141882450441495
AGG87453.1,0.47071585789429615
AGG87454.1,0.15685850634451148
AGG87455.1,0.3222803567420149
AGG87456.1,0.2319310639636148
AGG87457.1,0.16130904956356745
AGG87458.1,0.10227056102267301
AGG87459.1,0.11377602958664075
AGG87460.1,0.3343991755877586
AGG87461.1,0.05666840226581252
AGG87462.1,0.22235000389405452
AGG87463.1,0.08905417102906288
AGG87464.1,0.15109208815238223
AGG87465.1,0.06532098042432376
AGG87466.1,0.396563946814943
AGG87467.1,0.3235208801792742
AGG87468.1,0.23803307780314814
AGG87469.1,0.3595830096284467
AGG87470.1,0.10211921763947371
AGG87471.1,0.13374569987312843
AGG87472.1,0.12498210053221794
AGG87473.1,0.10134540032086266
AGG87474.1,0.11995299453985285
AGG87475.1,0.3062913834200927
AGG87476.1,0.2956198701747931
AGG87477.1,0.07238817158736904
AGG87478.1,0.2148061839296268
AGG87479.1,0.32502512492560864
AGG87480.1,0.19831460237113954
AGG87481.1,0.3841184304127583
AGG87482.1,0.40983466237095817
AGG87483.1,0.0676930366528495
AGG87484.1,0.4557128708812773
AGG87485.1,0.12318364832663009
AGG87486.1,0.08953821912944432
AGG87487.1,0.34777283510758783
AGG87488.1,0.14903626474771708
AGG87489.1,0.10212599508370845
AGG87490.1,0.07960892316736445
AGG87491.1,0.4670242222044556
AGG87492.1,0.09307925192604163
AGG87493.1,0.20390059091276197
AGG87494.1,0.07174436595825208
AGG87495.1,0.24350500267260708
AGG87496.1,0.12722395313946483
AGG87497.1,0.2117248178117297
AGG87498.1,0.11271325162973561
AGG87499.1,0.23443614476453206
AGG87500.1,0.17788682055919905
AGG87501.1,0.17875861328245435
AGG87502.1,0.14223018937761986
AGG87503.1,0.17685754767902412
AGG87504.1,0.14264244187847125
AGG87505.1,0.11361313058665426
AGG87506.1,0.07088440768429735
AGG87507.1,0.35493899173087895
AGG87508.1,0.05433112844516421
AGG87509.1,0.21651549425011596
AGG87510.1,0.19177213262517473
AGG87511.1,0.07298902558364995
AGG87512.1,0.3275431420985756
AGG87513.1,0.18377564115337286
AGG87514.1,0.15603037669196457
AGG87515.1,0.09538957428217928
AGG87516.1,0.2643971244368927
AGG87517.1,0.2292827432451761
AGG87518.1,0.2457545958042177
AGG87519.1,0.05968440954423321
AGG87520.1,0.17194996117790287
AGG87521.1,0.2633515296899894
AGG87522.1,0.30017171779107066
AGG87523.1,0.1347948480749351
AGG87524.1,0.2990136610209529
AGG87525.1,0.0834212724551473
AGG87526.1,0.04639235512206305
AGG87527.1,0.11813127173841505
AGG87528.1,0.16996749944978043
AGG87529.1,0.21094130158185842
AGG87530.1,0.12668319335170317
AGG87531.1,0.43172563391010943
AGG87532.1,0.12856433073032703
AGG87533.1,0.11126573462713224
AGG87534.1,0.1341806414867156
AGG87535.1,0.1287105808276366
AGG87536.1,0.11546531561942305
AGG87537.1,0.10847906113910483
AGG87538.1,0.08563491242633173
AGG87539.1,0.12316742021949875
AGG87540.1,0.1466809096076782
AGG87541.1,0.13224641673376042
AGG87542.1,0.17538155122133978
AGG87543.1,0.1009452795550267
AGG87544.1,0.12373947202123042
AGG87545.1,0.19697707709750395
AGG87546.1,0.11817292901205921
AGG87547.1,0.07524772772398572
AGG87548.1,0.1005714600134365
AGG87549.1,0.3108119290739264
AGG87550.1,0.17567442441551087
AGG87551.1,0.1715432808625349
AGG87552.1,0.08047814441544096
AGG87553.1,0.1948399129992544
AGG87554.1,0.08610255251768878
AGG87555.1,0.18849996321716106
AGG87556.1,0.1304776279407835
AGG87557.1,0.114798595810154
AGG87558.1,0.1273191894726776
AGG87559.1,0.21571423963462666
AGG87560.1,0.09075674005302227
AGG87561.1,0.1989775730536858
AGG87562.1,0.45292679773248934
AGG87563.1,0.27793114822151543
AGG87564.1,0.1151303977712104
AGG87565.1,0.12633932830821554
AGG87566.1,0.12152185644309432
AGG87567.1,0.13953536002020478
AGG87568.1,0.233398346801927
AGG87569.1,0.059790501211166594
AGG87570.1,0.08736625504099098
AGG87571.1,0.16133122237609487
AGG87572.1,0.12009484228892663
AGG87573.1,0.09122049422304469
AGG87574.1,0.24792943594992067
AGG87575.1,0.1499908561914295
AGG87576.1,0.08119421446918088
AGG87577.1,0.06816979127652383
AGG87578.1,0.09556258481043214
AGG87579.1,0.0504811907505347
AGG87580.1,0.09215708780783324
AGG87581.1,0.10134849249491673
AGG87582.1,0.08049577790680948
AGG87583.1,0.15354989523912033
AGG87584.1,0.10265546970066723
AGG87585.1,0.11139552064260032
AGG87586.1,0.05519572547313761
AGG87587.1,0.4365466082000429
AGG87588.1,0.16096477517608776
AGG87589.1,0.21773973642259797
AGG87590.1,0.516820762833319
AGG87591.1,0.3903822276854575
AGG87592.1,0.34292043604597056
AGG87593.1,0.22549879571625706
AGG87594.1,0.3669113992728098
AGG87595.1,0.4702933843546889
AGG87596.1,0.3794748507856395
AGG87597.1,0.5038400862133747
AGG87598.1,0.5509374817730296
AGG87599.1,0.19537230295626154
AGG87600.1,0.23708612211423633
AGG87601.1,0.329598426556563
AGG87602.1,0.4693307433855143
AGG87603.1,0.5306580455535067
AGG87604.1,0.3491051881417385
AGG87605.1,0.29455856760299387
AGG87606.1,0.54050221387047
AGG87607.1,0.15925417095473637
AGG87608.1,0.2595771402005047
AGG87609.1,0.12819357139696824
AGG87610.1,0.20857407945459344
AGG87611.1,0.18450185820539727
AGG87612.1,0.18594194860379548
AGG87613.1,0.2164864379817698
AGG87614.1,0.07407714117872748
AGG87615.1,0.1312748600130855
AGG87616.1,0.21493539045814364
AGG87617.1,0.2132862498912757
AGG87618.1,0.16710047211133447
AGG87619.1,0.2352120010036678
AGG87620.1,0.4071505061908282
AGG87621.1,0.16976471358488732
AGG87622.1,0.4081416850765686
AGG87623.1,0.07182843035382418
AGG87624.1,0.3181341632044464
AGG87625.1,0.3059427067164881
AGG87626.1,0.2756028141647896
AGG87627.1,0.14970510313999325
AGG87628.1,0.08742710469800573
AGG87629.1,0.2703075416199703
AGG87630.1,0.11746019388705815
AGG87631.1,0.0837914390748119
AGG87632.1,0.35640565453557826
AGG87633.1,0.15758652453688263
AGG87634.1,0.23517456701971806
AGG87635.1,0.17466224479901774
AGG87636.1,0.15015566303362135
AGG87637.1,0.32512174233328955
AGG87638.1,0.32038430783163135
AGG87639.1,0.20520736432514725
AGG87640.1,0.38203344190851696
AGG87641.1,0.14536332798670556
AGG87642.1,0.22312653745515534
AGG87643.1,0.15050744797893492
AGG87644.1,0.11016598358882822
AGG87645.1,0.0743819982399371
AGG87646.1,0.18644119280090243
AGG87647.1,0.21045609131185933
AGG87648.1,0.20388964153984251
AGG87649.1,0.28680852719960975
AGG87650.1,0.0648562114596321
AGG87651.1,0.2299211752705135
AGG87652.1,0.1295743018507638
AGG87653.1,0.09071682953890758
AGG87654.1,0.3316645078275876
AGG87655.1,0.0723653455970913
AGG87656.1,0.1808970902038515
AGG87657.1,0.17572510841374994
AGG87658.1,0.2472105098283322
AGG87659.1,0.09926207187512742
AGG87660.1,0.05904847557844278
AGG87661.1,0.3205508123286177
AGG87662.1,0.13254497066684162
AGG87663.1,0.16251413599640235
AGG87664.1,0.30690583964497686
AGG87665.1,0.0898314841232398
AGG87666.1,0.16794525578186442
AGG87667.1,0.14765994153911993
AGG87668.1,0.14037389135793565
AGG87669.1,0.29336928299991083
AGG87670.1,0.10699689056954713
AGG87671.1,0.21975622841368125
AGG87672.1,0.29661972055180963
AGG87673.1,0.2422701815254942
AGG87674.1,0.05783071694991042
AGG87675.1,0.05593801669143776
AGG87676.1,0.08506593678739262
AGG87677.1,0.09929281553152863
AGG87678.1,0.12690809428235333
AGG87679.1,0.34826408391657504
AGG87680.1,0.1366495735958387
AGG87681.1,0.08722341475261412
AGG87682.1,0.14815297678190134
AGG87683.1,0.3377838333866333
AGG87684.1,0.11358024485786512
AGG87685.1,0.22395801497278123
AGG87686.1,0.17140172187536906
AGG87687.1,0.42969256455432936
AGG87688.1,0.34848654619204056
AGG87689.1,0.2269883309701101
AGG87690.1,0.11549711678388196
AGG87691.1,0.08755577723394097
AGG87692.1,0.25989670226607975
AGG87693.1,0.062122793992109196
AGG87694.1,0.12092067142791368
AGG87695.1,0.24991540711491933
AGG87696.1,0.18340018822455512
AGG87697.1,0.20414459680354557
AGG87698.1,0.08669401592615482
AGG87699.1,0.10326426913464269
AGG87700.1,0.10585853141098397
AGG87701.1,0.12802705212180596
AGG87702.1,0.07724893712642433
AGG87703.1,0.08016201287200882
AGG87704.1,0.2178353294947652
AGG87705.1,0.10326451762387238
AGG87706.1,0.07475887410836614
AGG87707.1,0.11494527167062618
AGG87708.1,0.07181765843160887
AGG87709.1,0.11197582834151495
AGG87710.1,0.13525381350159146
AGG87711.1,0.13950708348538277
AGG87712.1,0.13872334598115363
AGG87713.1,0.20848842518450517
AGG87714.1,0.16332339670755716
AGG87715.1,0.22580972631120205
AGG87716.1,0.24531341393955514
AGG87717.1,0.3185226316393982
AGG87718.1,0.11880198719163529
AGG87719.1,0.17845999369870935
AGG87720.1,0.0587857421694685
AGG87721.1,0.1999591904782659
AGG87722.1,0.0984123074546656
AGG87723.1,0.24217320126775171
AGG87724.1,0.2210774602574523
AGG87725.1,0.18656311962263417
AGG87726.1,0.09723515712136171
AGG87727.1,0.18372597139726105
AGG87728.1,0.12661705782258847
AGG87729.1,0.176014830909175
AGG87730.1,0.09552809994035746
AGG87731.1,0.22805174228801517
AGG87732.1,0.23283044487067153
AGG87733.1,0.4316937647838443
AGG87734.1,0.06398397652052254
AGG87735.1,0.0606550882260079
AGG87736.1,0.1821381744869155
AGG87737.1,0.2706376215993044
AGG87738.1,0.05797494961707253
AGG87739.1,0.07387916148934338
AGG87740.1,0.18003882325525808
AGG87741.1,0.20265012871058677
AGG87742.1,0.1387209192390112
AGG87743.1,0.13029102222503897
AGG87744.1,0.10298715541121155
AGG87745.1,0.5332860742556473
AGG87746.1,0.52775217253224
AGG87747.1,0.38607015055689065
AGG87748.1,0.4209228790136412
AGG87749.1,0.3447282344172921
AGG87750.1,0.6196731139176925
AGG87751.1,0.3550891124028752
AGG87752.1,0.4286597501324403
AGG87753.1,0.44242186912064846
AGG87754.1,0.29470188872612424
AGG87755.1,0.18474327780678668
AGG87756.1,0.17269632311719485
AGG87757.1,0.15699750434533907
AGG87758.1,0.1860122636819001
AGG87759.1,0.08635703726888169
AGG87760.1,0.07503387227376448
AGG87761.1,0.11171961996443452
AGG87762.1,0.051749844169991205
AGG87763.1,0.10630867822018944
AGG87764.1,0.3060422663809631
AGG87765.1,0.591299712191728
AGG87766.1,0.1707311661050378
AGG87767.1,0.08622685524248563
AGG87768.1,0.20291141380454858
AGG87769.1,0.08265760296249346
AGG87770.1,0.06122292231611173
AGG87771.1,0.13771650270140487
AGG87772.1,0.20040061869377176
AGG87773.1,0.15020669496616693
AGG87774.1,0.13007107445500937
AGG87775.1,0.04757974090979321
AGG87776.1,0.1789865502304691
AGG87777.1,0.12727248066100677
AGG87778.1,0.25996976905524827
AGG87779.1,0.19323580658680814
AGG87780.1,0.055990923158887
AGG87781.1,0.22038472787734287
AGG87782.1,0.1301231319271404
AGG87783.1,0.058005408402886066
AGG87784.1,0.2183728269136745
AGG87785.1,0.10043482817696073
AGG87786.1,0.06774791824107194
AGG87787.1,0.11485033921868172
AGG87788.1,0.08282529380057553
AGG87789.1,0.445674301833037
AGG87790.1,0.32643683003290763
AGG87791.1,0.4021803159843619
AGG87792.1,0.08310337012812236
AGG87793.1,0.21962827538999574
AGG87794.1,0.08062047185579654
AGG87795.1,0.07599594487679416
AGG87796.1,0.1932605684173015
AGG87797.1,0.26138707297797037
AGG87798.1,0.1288942560719062
AGG87799.1,0.09895421765371411
AGG87800.1,0.11645492528932808
AGG87801.1,0.0879329589978758
AGG87802.1,0.09388903555415865
AGG87803.1,0.16941545956866688
AGG87804.1,0.08331015237587365
AGG87805.1,0.10227172587214967
AGG87806.1,0.04042593286085805
AGG87807.1,0.37227916240828524
AGG87808.1,0.3279990165210284
AGG87809.1,0.10374238334162421
AGG87810.1,0.29363213383747355
AGG87811.1,0.0746250010746123
AGG87812.1,0.34801762637666356
AGG87813.1,0.11419528775933661
AGG87814.1,0.2120328917931745
AGG87815.1,0.18181711345643928
AGG87816.1,0.1956178224732655
AGG87817.1,0.13330694189777806
AGG87818.1,0.11707260160762267
AGG87819.1,0.13160271263348755
AGG87820.1,0.2352008696051499
AGG87821.1,0.12633942255785235
AGG87822.1,0.16991625534523924
AGG87823.1,0.22950920808041353
AGG87824.1,0.2320733259580861
AGG87825.1,0.10615989578438648
AGG87826.1,0.26025862597112626
AGG87827.1,0.16609865057764026
AGG87828.1,0.13023434831302091
AGG87829.1,0.12061587178008458
AGG87830.1,0.11936693316835853
AGG87831.1,0.0827023300518482
AGG87832.1,0.09974463879406262
AGG87833.1,0.10458673610160374
AGG87834.1,0.15155815442815446
AGG87835.1,0.10440046192779583
AGG87836.1,0.0968772031945524
AGG87837.1,0.17762286710996567
AGG87838.1,0.07559188708772525
AGG87839.1,0.14737721156007474
AGG87840.1,0.1402152593385513
AGG87841.1,0.1393099086363147
AGG87842.1,0.12085360307912385
AGG87843.1,0.09837788654786632
AGG87844.1,0.14609555558971243
AGG87845.1,0.24265041766633205
AGG87846.1,0.10069900429870467
AGG87847.1,0.12474302004411537
AGG87848.1,0.11344666420315055
AGG87849.1,0.10369539370522043
AGG87850.1,0.14440942785373356
AGG87851.1,0.09340595853260215
AGG87852.1,0.05733629815864231
AGG87853.1,0.08637267779554383
AGG87854.1,0.21323126752835192
AGG87855.1,0.07734665152859502
AGG87856.1,0.08515502870866895
AGG87857.1,0.11844700733612913
AGG87858.1,0.0797388676149908
AGG87859.1,0.06629367598070897
AGG87860.1,0.09925962484778983
AGG87861.1,0.08212698016461556
AGG87862.1,0.04333880765993929
AGG87863.1,0.09762864043534544
AGG87864.1,0.06836768136039272
AGG87865.1,0.11441130964176499
AGG87866.1,0.19561832983495656
AGG87867.1,0.07646296143382417
AGG87868.1,0.16019757430839626
AGG87869.1,0.09247709440026881
AGG87870.1,0.14844533301990132
AGG87871.1,0.05358427165783578
AGG87872.1,0.14653234199536144
AGG87873.1,0.11157352007624022
AGG87874.1,0.3432884331775871
AGG87875.1,0.23597283031510893
AGG87876.1,0.06823105962639986
AGG87877.1,0.18298774526170755
AGG87878.1,0.1601021317246245
AGG87879.1,0.2197019930250778
AGG87880.1,0.1562772768000647
AGG87881.1,0.08858557365326325
AGG87882.1,0.0974854838115492
AGG87883.1,0.27075202353261707
AGG87884.1,0.15600888821882689
AGG87885.1,0.23903464708482608
AGG87886.1,0.20934254214551024
AGG87887.1,0.1191108033366299
AGG87888.1,0.23289408976164636
AGG87889.1,0.20527177992996665
AGG87890.1,0.15804552275915318
AGG87891.1,0.17499270385307503
AGG87892.1,0.06815384290096613
AGG87893.1,0.08783472019877021
AGG87894.1,0.22341850004151037
AGG87895.1,0.12423002132089281
AGG87896.1,0.2194252546065282
AGG87897.1,0.23330051769301044
AGG87898.1,0.24578624220284023
AGG87899.1,0.15713498252405428
AGG87900.1,0.16645745315268415
AGG87901.1,0.0792642999720142
AGG87902.1,0.34075590128655336
AGG87903.1,0.22805124543174002
AGG87904.1,0.17652155719382162
AGG87905.1,0.1795639778645089
AGG87906.1,0.07142434665575506
AGG87907.1,0.27697029831457143
AGG87908.1,0.11487170780891623
AGG87909.1,0.05353490460561078
AGG87910.1,0.28797528312133513
AGG87911.1,0.18075795034014344
AGG87912.1,0.09082799591770413
AGG87913.1,0.1578360315345419
AGG87914.1,0.2178452307057904
AGG87915.1,0.10294514243044525
AGG87916.1,0.16603040173631795
AGG87917.1,0.13423323516149188
AGG87918.1,0.041344827473912216
AGG87919.1,0.20062856411921198
AGG87920.1,0.13736268748327476
AGG87921.1,0.1295747265584005
AGG87922.1,0.21359815938297222
AGG87923.1,0.12120667463925545
AGG87924.1,0.39843293020007453
AGG87925.1,0.35325223505300607
AGG87926.1,0.30392363033221614
AGG87927.1,0.4659734150194267
AGG87928.1,0.06415309507948755
AGG87929.1,0.1363505133236004
AGG87930.1,0.1992316157030513
AGG87931.1,0.1722977989381226
AGG87932.1,0.34584934292341263
AGG87933.1,0.11742598311911182
AGG87934.1,0.09322098834258928
AGG87935.1,0.08496755515446001
AGG87936.1,0.2455816924461388
AGG87937.1,0.172992705710614
AGG87938.1,0.09197690311968172
AGG87939.1,0.12285316561455115
AGG87940.1,0.15286698136341328
AGG87941.1,0.14634255969381516
AGG87942.1,0.09931978024605849
AGG87943.1,0.12386066448348884
AGG87944.1,0.2326121174018985
AGG87945.1,0.22263374279580278
AGG87946.1,0.12074470686309202
AGG87947.1,0.2099696399848849
AGG87948.1,0.15013321161377324
AGG87949.1,0.10514526212509966
AGG87950.1,0.09915084910421715
AGG87951.1,0.3866050299714795
AGG87952.1,0.2497899500273111
AGG87953.1,0.05353682777353411
AGG87954.1,0.0781496147063026
AGG87955.1,0.11537227419239407
AGG87956.1,0.09826425559041213
AGG87957.1,0.10315911344605765
AGG87958.1,0.054924237897537954
AGG87959.1,0.0690433358968455
AGG87960.1,0.05698442983482217
AGG87961.1,0.10467044743128309
AGG87962.1,0.1209939478786004
AGG87963.1,0.07999432006816774
AGG87964.1,0.07338178973719796
AGG87965.1,0.14774772961906632
AGG87966.1,0.08955393930459737
AGG87967.1,0.10852647316638449
AGG87968.1,0.06091610076141141
AGG87969.1,0.07128876105891159
AGG87970.1,0.10837572316846554
AGG87971.1,0.14594759904046434
AGG87972.1,0.07590160205640974
AGG87973.1,0.09448140270865754
AGG87974.1,0.10680323366096633
AGG87975.1,0.08937281165372339
AGG87976.1,0.08896915523023902
AGG87977.1,0.09931946834580267
AGG87978.1,0.14357002206711422
AGG87979.1,0.16056220985282058
AGG87980.1,0.1323744085371238
AGG87981.1,0.1857299338702325
AGG87982.1,0.14323325753873026
AGG87983.1,0.12852206220181023
AGG87984.1,0.07037011913415388
AGG87985.1,0.2855518597017951
AGG87986.1,0.09063325881764173
AGG87987.1,0.14784724199851862
AGG87988.1,0.23129338198453675
AGG87989.1,0.10783389326739644
AGG87990.1,0.27825068640143774
AGG87991.1,0.077673512415108
AGG87992.1,0.31895946090646526
AGG87993.1,0.13592867136646467
AGG87994.1,0.27104180168769293
AGG87995.1,0.20250153106228352
AGG87996.1,0.04714081407307117
AGG87997.1,0.23605125862242227
AGG87998.1,0.09129243608332269
AGG87999.1,0.35931228392695047
AGG88000.1,0.10017666690823362
AGG88001.1,0.18382149372029427
AGG88002.1,0.13093124647166593
AGG88003.1,0.27047174909204885
AGG88004.1,0.43415692431490216
AGG88005.1,0.1127238199135185
AGG88006.1,0.20480568883031716
AGG88007.1,0.2487650358799527
AGG88008.1,0.15952973608384452
AGG88009.1,0.18866371210121574
AGG88010.1,0.11036160484451239
AGG88011.1,0.09694111217814597
AGG88012.1,0.0700284193223974
