,0
AGG87256.1,-17.14679994557029
AGG87257.1,-10.144047497748241
AGG87258.1,-17.385814482548383
AGG87259.1,-14.51363284064575
AGG87260.1,-21.602057636167775
AGG87261.1,-23.308866915445144
AGG87262.1,-29.91600111877753
AGG87263.1,-19.362987067716503
AGG87264.1,-16.15206551872133
AGG87265.1,-38.17604466004311
AGG87266.1,-37.00666433753331
AGG87267.1,-15.662717061358068
AGG87268.1,-13.979099074240622
AGG87269.1,-13.138620868701803
AGG87270.1,-23.46642674907438
AGG87271.1,-22.765535718729332
AGG87272.1,-28.24102271265507
AGG87273.1,-19.20009807418996
AGG87274.1,-25.84193332910506
AGG87275.1,-37.50304414064719
AGG87276.1,-21.8857844280989
AGG87277.1,-23.21700611790721
AGG87278.1,-22.291581815197375
AGG87279.1,-13.829937497714912
AGG87280.1,-21.708157842212145
AGG87281.1,-13.391314319852176
AGG87282.1,-13.845128405709692
AGG87283.1,-23.515812196404717
AGG87284.1,-23.56712831565435
AGG87285.1,-27.094224511235577
AGG87286.1,-16.401602743004496
AGG87287.1,-14.393445465783888
AGG87288.1,-9.123527371844663
AGG87289.1,-15.100326005028315
AGG87290.1,-17.083823263528984
AGG87291.1,-25.008891254151404
AGG87292.1,-38.967056013874355
AGG87293.1,-68.46941038008006
AGG87294.1,-49.476674798859186
AGG87295.1,-21.437128975519702
AGG87296.1,-16.669075058899804
AGG87297.1,-21.572332972152175
AGG87298.1,-37.530268015535356
AGG87299.1,-21.252969358719067
AGG87300.1,-34.1814783701659
AGG87301.1,-11.989015914382122
AGG87302.1,-10.069689664004253
AGG87303.1,-34.310453703108635
AGG87304.1,-29.99933618840071
AGG87305.1,-26.968923332570583
AGG87306.1,-23.263552815937878
AGG87307.1,-21.64482906427085
AGG87308.1,-18.38504198934216
AGG87309.1,-20.04327106382501
AGG87310.1,-10.8466267316008
AGG87311.1,-22.06454611568421
AGG87312.1,-12.871010165437266
AGG87313.1,-17.844239805126985
AGG87314.1,-16.775704092225645
AGG87315.1,-52.05852066675647
AGG87316.1,-15.23090575903716
AGG87317.1,-13.691284036029254
AGG87318.1,-13.881668501654422
AGG87319.1,-12.193607566072698
AGG87320.1,-14.323442535313271
AGG87321.1,-14.022444259421766
AGG87322.1,-9.851702046966953
AGG87323.1,-8.856877686716446
AGG87324.1,-19.934461059545328
AGG87325.1,-20.893116123534007
AGG87326.1,-13.308177479126966
AGG87327.1,-13.614309535330165
AGG87328.1,-28.310201043883403
AGG87329.1,-16.214346039755515
AGG87330.1,-15.558910746300377
AGG87331.1,-15.116181311519089
AGG87332.1,-26.039743679891192
AGG87333.1,-33.35235758292563
AGG87334.1,-17.13049496937729
AGG87335.1,-10.670176077749428
AGG87336.1,-15.822836951211231
AGG87337.1,-28.931042756356856
AGG87338.1,-39.14052782118279
AGG87339.1,-13.718815737520085
AGG87340.1,-31.602765073441752
AGG87341.1,-20.72558136573668
AGG87342.1,-23.08028853658878
AGG87343.1,-12.395315155640388
AGG87344.1,-16.27098855372477
AGG87345.1,-18.177808333148175
AGG87346.1,-14.56276815890295
AGG87347.1,-16.609376053143052
AGG87348.1,-12.807132391906038
AGG87349.1,-19.825707153208427
AGG87350.1,-62.45399211847715
AGG87351.1,-59.36768129136641
AGG87352.1,-47.22813477553098
AGG87353.1,-10.133574177612234
AGG87354.1,-10.22047794248398
AGG87355.1,-12.76294700383212
AGG87356.1,-8.647032649196696
AGG87357.1,-18.50456586432881
AGG87358.1,-7.395230076869238
AGG87359.1,-44.960281548424256
AGG87360.1,-13.045416551268247
AGG87361.1,-13.47071194639183
AGG87362.1,-17.07688004685285
AGG87363.1,-11.465982472066148
AGG87364.1,-14.894797837092806
AGG87365.1,-16.46995279019073
AGG87366.1,-22.442398505052232
AGG87367.1,-31.984533297695464
AGG87368.1,-16.84898623371633
AGG87369.1,-25.52235684769663
AGG87370.1,-30.784340333678266
AGG87371.1,-27.510388488243038
AGG87372.1,-20.38995548865838
AGG87373.1,-41.91628215290984
AGG87374.1,-26.90358387468046
AGG87375.1,-16.48823991029517
AGG87376.1,-22.489820326661963
AGG87377.1,-28.817611846567846
AGG87378.1,-14.311317384906845
AGG87379.1,-20.140255238590058
AGG87380.1,-13.185456690136677
AGG87381.1,-18.24446734085898
AGG87382.1,-30.7551480027144
AGG87383.1,-15.545222955791411
AGG87384.1,-21.52600302180269
AGG87385.1,-22.18220915273635
AGG87386.1,-40.233467140615105
AGG87387.1,-23.900394248674118
AGG87388.1,-16.932163750543022
AGG87389.1,-25.644658446251796
AGG87390.1,-20.072672178366048
AGG87391.1,-34.255676557059445
AGG87392.1,-43.20018784048443
AGG87393.1,-38.28053615147017
AGG87394.1,-24.571349407844373
AGG87395.1,-21.748508931847695
AGG87396.1,-32.53660493053444
AGG87397.1,-56.3882420423631
AGG87398.1,-39.59258425210092
AGG87399.1,-25.99965750301144
AGG87400.1,-29.86499730633532
AGG87401.1,-27.54547978194024
AGG87402.1,-30.747243586529297
AGG87403.1,-25.774118864461116
AGG87404.1,-34.04326034721585
AGG87405.1,-18.535279625031926
AGG87406.1,-26.57121739578415
AGG87407.1,-20.016163979825482
AGG87408.1,-19.254160727129626
AGG87409.1,-21.323631105336545
AGG87410.1,-14.20297397501301
AGG87411.1,-17.307804314358272
AGG87412.1,-27.982624936570954
AGG87413.1,-11.294358851157796
AGG87414.1,-16.97432863970314
AGG87415.1,-24.954494835507937
AGG87416.1,-63.09666932662074
AGG87417.1,-56.13928606272988
AGG87418.1,-38.025889526479446
AGG87419.1,-19.605228154020388
AGG87420.1,-21.729501588504238
AGG87421.1,-48.629815953551805
AGG87422.1,-24.056694726350056
AGG87423.1,-17.976953697505547
AGG87424.1,-15.133287871088086
AGG87425.1,-16.155103798566074
AGG87426.1,-15.75808035875415
AGG87427.1,-16.99028289870469
AGG87428.1,-15.563559996814167
AGG87429.1,-28.661064123930558
AGG87430.1,-21.246602192778788
AGG87431.1,-23.319250709770497
AGG87432.1,-20.59057777535157
AGG87433.1,-21.006302504897448
AGG87434.1,-19.97627449632521
AGG87435.1,-39.12485799460191
AGG87436.1,-22.3664017844946
AGG87437.1,-38.711553454465424
AGG87438.1,-22.678122343283615
AGG87439.1,-14.167835187067512
AGG87440.1,-20.407571355452255
AGG87441.1,-20.087710630449997
AGG87442.1,-29.732762510319795
AGG87443.1,-14.311045257272974
AGG87444.1,-13.45002727462612
AGG87445.1,-18.89607670892606
AGG87446.1,-37.19663358808672
AGG87447.1,-13.816117741846387
AGG87448.1,-12.850219605844913
AGG87449.1,-8.222434584541606
AGG87450.1,-26.228079035424017
AGG87451.1,-18.938749489106613
AGG87452.1,-20.1538925921505
AGG87453.1,-45.79684120438393
AGG87454.1,-26.128815187925788
AGG87455.1,-37.76065921487514
AGG87456.1,-25.395821255061488
AGG87457.1,-23.76022132431938
AGG87458.1,-19.897361433037485
AGG87459.1,-27.357353018639937
AGG87460.1,-32.21646849748054
AGG87461.1,-9.8028416791321
AGG87462.1,-24.860820694397333
AGG87463.1,-17.594386944729365
AGG87464.1,-24.42259449042844
AGG87465.1,-12.413299537804356
AGG87466.1,-42.41659640934173
AGG87467.1,-30.575825612215983
AGG87468.1,-28.034685263658623
AGG87469.1,-40.553736595451646
AGG87470.1,-17.858964119938204
AGG87471.1,-21.623399178681865
AGG87472.1,-22.671607895894432
AGG87473.1,-19.458874269957484
AGG87474.1,-21.264591415355333
AGG87475.1,-31.006306310170054
AGG87476.1,-35.16997028745771
AGG87477.1,-12.052307641397476
AGG87478.1,-23.492768532694146
AGG87479.1,-33.53320977773475
AGG87480.1,-24.930946840776073
AGG87481.1,-40.00710526700685
AGG87482.1,-44.29681811103013
AGG87483.1,-12.435454507263495
AGG87484.1,-46.42260396156772
AGG87485.1,-18.855239548653614
AGG87486.1,-16.20178156370227
AGG87487.1,-34.86906206104909
AGG87488.1,-20.845953839519645
AGG87489.1,-15.132009885102315
AGG87490.1,-15.755996048903329
AGG87491.1,-47.939281863665755
AGG87492.1,-13.933955710794404
AGG87493.1,-27.585277473147215
AGG87494.1,-15.939231068949088
AGG87495.1,-26.911495020142265
AGG87496.1,-16.833520262957975
AGG87497.1,-25.118281296180193
AGG87498.1,-16.01188462724119
AGG87499.1,-28.873008378537655
AGG87500.1,-27.531030065848082
AGG87501.1,-25.420562980032866
AGG87502.1,-20.20407289422394
AGG87503.1,-19.91383018247395
AGG87504.1,-18.48266281738254
AGG87505.1,-15.804237354477792
AGG87506.1,-10.28612974018855
AGG87507.1,-36.60888761472938
AGG87508.1,-10.391605994862552
AGG87509.1,-24.617923680544045
AGG87510.1,-22.378952877335998
AGG87511.1,-11.29872287832056
AGG87512.1,-32.77559749934795
AGG87513.1,-21.026155866882092
AGG87514.1,-17.769406795386015
AGG87515.1,-14.812714422837422
AGG87516.1,-25.91535135793832
AGG87517.1,-25.697337334366154
AGG87518.1,-27.510871068574588
AGG87519.1,-12.545291587181584
AGG87520.1,-25.690256479374238
AGG87521.1,-28.247445374217843
AGG87522.1,-32.49186893252387
AGG87523.1,-20.311868890914106
AGG87524.1,-28.00114261669625
AGG87525.1,-11.520129723888527
AGG87526.1,-10.136198441698653
AGG87527.1,-17.842661161894725
AGG87528.1,-23.416383402803255
AGG87529.1,-22.49573371436744
AGG87530.1,-15.860417879027956
AGG87531.1,-43.11155705240238
AGG87532.1,-17.192066611076857
AGG87533.1,-19.81331322395537
AGG87534.1,-19.513724327953703
AGG87535.1,-17.296107754062405
AGG87536.1,-19.875528154177232
AGG87537.1,-16.989999990673596
AGG87538.1,-14.004077899324216
AGG87539.1,-19.93102746284314
AGG87540.1,-18.6015204616089
AGG87541.1,-22.07281354948386
AGG87542.1,-24.799932064931895
AGG87543.1,-13.246047689961582
AGG87544.1,-14.490713147241962
AGG87545.1,-24.775520143111574
AGG87546.1,-18.795141254606712
AGG87547.1,-10.06227924756282
AGG87548.1,-15.79462336281835
AGG87549.1,-36.304824164891805
AGG87550.1,-17.656651871154715
AGG87551.1,-22.16767114366479
AGG87552.1,-16.589500154398603
AGG87553.1,-21.208633715633812
AGG87554.1,-12.911600592243154
AGG87555.1,-22.421827252794515
AGG87556.1,-18.264948448879892
AGG87557.1,-14.378742026819818
AGG87558.1,-14.376315878902425
AGG87559.1,-27.57653616307038
AGG87560.1,-12.70197877708404
AGG87561.1,-23.465852125557035
AGG87562.1,-44.77533409045977
AGG87563.1,-27.855519415737614
AGG87564.1,-18.311488644117134
AGG87565.1,-19.800753871291683
AGG87566.1,-16.70022336970104
AGG87567.1,-16.5910172953238
AGG87568.1,-30.03569011146917
AGG87569.1,-9.35684765330772
AGG87570.1,-17.89163030908313
AGG87571.1,-17.674188483192808
AGG87572.1,-18.66915657465485
AGG87573.1,-13.949446359298564
AGG87574.1,-31.737573543473374
AGG87575.1,-19.967124488087727
AGG87576.1,-15.263206594176097
AGG87577.1,-12.200229866960797
AGG87578.1,-12.055097948030623
AGG87579.1,-10.992980006688235
AGG87580.1,-14.629390806960153
AGG87581.1,-12.404427852773395
AGG87582.1,-11.989870979464907
AGG87583.1,-20.208564364247444
AGG87584.1,-15.870105702116168
AGG87585.1,-13.273401927353444
AGG87586.1,-7.91117753049784
AGG87587.1,-49.618598392247186
AGG87588.1,-28.21526305636112
AGG87589.1,-26.616796623955175
AGG87590.1,-47.91063387744076
AGG87591.1,-34.278994494679665
AGG87592.1,-35.26160758879285
AGG87593.1,-24.84458198297383
AGG87594.1,-27.73698716759078
AGG87595.1,-39.518199775950265
AGG87596.1,-36.16200357562481
AGG87597.1,-45.86852969648539
AGG87598.1,-52.10830370212035
AGG87599.1,-21.19830331729741
AGG87600.1,-20.095889562866493
AGG87601.1,-24.305193320881425
AGG87602.1,-41.58654756113467
AGG87603.1,-50.53116205170335
AGG87604.1,-38.565518781848986
AGG87605.1,-27.951953500440837
AGG87606.1,-54.7459376404327
AGG87607.1,-17.035543207401226
AGG87608.1,-29.876034465136204
AGG87609.1,-17.11471575862616
AGG87610.1,-22.507889427278823
AGG87611.1,-22.006508311687888
AGG87612.1,-27.07518612231066
AGG87613.1,-22.427676447286164
AGG87614.1,-11.252324328987426
AGG87615.1,-20.39773357811032
AGG87616.1,-24.65162120553532
AGG87617.1,-24.152535466476976
AGG87618.1,-20.119400577200583
AGG87619.1,-32.11630155432958
AGG87620.1,-38.05210348784131
AGG87621.1,-20.218730268941435
AGG87622.1,-39.84402759522009
AGG87623.1,-10.38960775346315
AGG87624.1,-35.51276407011442
AGG87625.1,-32.13092751267614
AGG87626.1,-32.85290481650014
AGG87627.1,-19.975524656495548
AGG87628.1,-13.073114929135011
AGG87629.1,-30.846203446569724
AGG87630.1,-21.23049542019381
AGG87631.1,-13.177912082423664
AGG87632.1,-34.9980547370873
AGG87633.1,-21.79454559390753
AGG87634.1,-29.362125233724036
AGG87635.1,-26.084061798298038
AGG87636.1,-18.756975983974414
AGG87637.1,-35.23422835909268
AGG87638.1,-25.369498957460646
AGG87639.1,-23.421087159767268
AGG87640.1,-39.169867185270796
AGG87641.1,-22.329633976444974
AGG87642.1,-30.25532878999868
AGG87643.1,-19.003371751342627
AGG87644.1,-14.534583878613729
AGG87645.1,-12.837128734957686
AGG87646.1,-22.1109673447821
AGG87647.1,-21.459767217464133
AGG87648.1,-27.347252690219854
AGG87649.1,-29.970065282759485
AGG87650.1,-12.223873019008499
AGG87651.1,-28.922657184976124
AGG87652.1,-18.875201896612015
AGG87653.1,-15.27205793823969
AGG87654.1,-34.974707285970794
AGG87655.1,-13.001696041758064
AGG87656.1,-26.580392338506048
AGG87657.1,-23.7958737955354
AGG87658.1,-22.611509865589
AGG87659.1,-14.757577791170663
AGG87660.1,-9.696369281155885
AGG87661.1,-29.2557123093029
AGG87662.1,-17.58372103780903
AGG87663.1,-20.29804870898827
AGG87664.1,-27.59943343698006
AGG87665.1,-13.203610603387542
AGG87666.1,-18.191752085294944
AGG87667.1,-20.45479208159297
AGG87668.1,-20.119424617546464
AGG87669.1,-33.4305529428007
AGG87670.1,-15.359907492650228
AGG87671.1,-28.05901876186216
AGG87672.1,-29.458206811329795
AGG87673.1,-28.922352584204866
AGG87674.1,-12.684622049761547
AGG87675.1,-9.269945530357573
AGG87676.1,-12.372002750397755
AGG87677.1,-12.589872883674133
AGG87678.1,-21.666146990241245
AGG87679.1,-39.17988975565062
AGG87680.1,-20.40725183431835
AGG87681.1,-12.3020333264495
AGG87682.1,-19.538845048816707
AGG87683.1,-33.30423473521834
AGG87684.1,-15.850678512450662
AGG87685.1,-19.93332542120257
AGG87686.1,-24.57218367175824
AGG87687.1,-39.44202913699135
AGG87688.1,-38.19402480467585
AGG87689.1,-30.396422830537205
AGG87690.1,-17.3873532739659
AGG87691.1,-14.396839843750579
AGG87692.1,-31.428495607208184
AGG87693.1,-12.768164277205718
AGG87694.1,-21.575665612239813
AGG87695.1,-28.439774375785426
AGG87696.1,-30.45608595698233
AGG87697.1,-26.068145313441182
AGG87698.1,-15.7995175136884
AGG87699.1,-16.908701959197177
AGG87700.1,-18.281896598416843
AGG87701.1,-19.92611056060108
AGG87702.1,-17.735967125763015
AGG87703.1,-19.96355037146595
AGG87704.1,-24.616805707326844
AGG87705.1,-17.757826291235656
AGG87706.1,-14.511684984815146
AGG87707.1,-16.337731157367145
AGG87708.1,-13.995691309735356
AGG87709.1,-19.72137503794614
AGG87710.1,-21.95294410972422
AGG87711.1,-21.287560509371918
AGG87712.1,-21.557869439733466
AGG87713.1,-29.8599164402014
AGG87714.1,-21.561717919898143
AGG87715.1,-26.30007663257927
AGG87716.1,-29.615531036566342
AGG87717.1,-34.07422905400177
AGG87718.1,-19.147734524254762
AGG87719.1,-19.239674458003712
AGG87720.1,-15.0579510834762
AGG87721.1,-28.07534796676569
AGG87722.1,-19.903045003058327
AGG87723.1,-30.19851938784175
AGG87724.1,-29.18377404202592
AGG87725.1,-29.27003729072147
AGG87726.1,-10.466544678205342
AGG87727.1,-20.226190666335597
AGG87728.1,-17.8812335083023
AGG87729.1,-24.43498609964805
AGG87730.1,-18.30840935732047
AGG87731.1,-27.579228622301507
AGG87732.1,-23.29255265012855
AGG87733.1,-41.54532441528863
AGG87734.1,-14.39450161677223
AGG87735.1,-12.214227464368022
AGG87736.1,-21.271301309553493
AGG87737.1,-27.11525158918161
AGG87738.1,-9.773963781313586
AGG87739.1,-11.051534991808094
AGG87740.1,-20.468190358886822
AGG87741.1,-26.30588197751579
AGG87742.1,-19.8305997948597
AGG87743.1,-18.390617913116102
AGG87744.1,-15.365568240147923
AGG87745.1,-51.76911356834175
AGG87746.1,-39.44194091174941
AGG87747.1,-28.48181469963734
AGG87748.1,-43.56259696507937
AGG87749.1,-35.55330291538732
AGG87750.1,-53.78681663840395
AGG87751.1,-36.557334654073244
AGG87752.1,-49.079156755269516
AGG87753.1,-46.23195279510009
AGG87754.1,-25.35666625650375
AGG87755.1,-22.05032996220678
AGG87756.1,-20.46700168721926
AGG87757.1,-22.211398028058582
AGG87758.1,-21.31818340335432
AGG87759.1,-11.606131029298927
AGG87760.1,-16.099016633309933
AGG87761.1,-17.732964684868517
AGG87762.1,-12.871887020994748
AGG87763.1,-15.74748747001678
AGG87764.1,-33.80579277463112
AGG87765.1,-49.48750499228947
AGG87766.1,-18.03414553341147
AGG87767.1,-13.342906441138641
AGG87768.1,-27.841861946815065
AGG87769.1,-12.112591526410043
AGG87770.1,-12.425957335219572
AGG87771.1,-25.41534158040853
AGG87772.1,-29.555651676085873
AGG87773.1,-19.149299807244688
AGG87774.1,-17.928609719059246
AGG87775.1,-8.859840484560214
AGG87776.1,-20.045566946928677
AGG87777.1,-19.11685835412051
AGG87778.1,-25.882218786421262
AGG87779.1,-23.37748104603501
AGG87780.1,-10.893677363106407
AGG87781.1,-26.6341371595565
AGG87782.1,-17.42316096077979
AGG87783.1,-10.039470779241437
AGG87784.1,-26.086063517460534
AGG87785.1,-17.015735280379978
AGG87786.1,-10.402781787852161
AGG87787.1,-21.083465936855283
AGG87788.1,-14.451959835108081
AGG87789.1,-41.307546320425644
AGG87790.1,-37.20144689879789
AGG87791.1,-41.29074525367777
AGG87792.1,-12.999222875738951
AGG87793.1,-25.24349084796543
AGG87794.1,-12.845858822393923
AGG87795.1,-12.295179116108585
AGG87796.1,-22.90362910699183
AGG87797.1,-31.04099686710503
AGG87798.1,-19.78388718775646
AGG87799.1,-15.983682742852153
AGG87800.1,-17.13767104037305
AGG87801.1,-15.276880067302926
AGG87802.1,-16.821837397539518
AGG87803.1,-22.776522198648646
AGG87804.1,-17.343421806208557
AGG87805.1,-18.648123321112692
AGG87806.1,-7.83022426662283
AGG87807.1,-40.36355368367294
AGG87808.1,-40.49311918426876
AGG87809.1,-15.085967734157014
AGG87810.1,-29.455291189285482
AGG87811.1,-13.199071200200194
AGG87812.1,-34.929252227245854
AGG87813.1,-15.407552159775495
AGG87814.1,-26.305030874012246
AGG87815.1,-21.65141234858598
AGG87816.1,-24.262098902982814
AGG87817.1,-17.63452931379596
AGG87818.1,-20.881642646986666
AGG87819.1,-21.476547180288684
AGG87820.1,-29.79611404628819
AGG87821.1,-16.91007902324859
AGG87822.1,-21.903310206753225
AGG87823.1,-25.481930031750625
AGG87824.1,-24.167759984074344
AGG87825.1,-19.978071848747206
AGG87826.1,-27.155557825769943
AGG87827.1,-25.311936512728742
AGG87828.1,-19.66706294103659
AGG87829.1,-18.78079303302752
AGG87830.1,-14.837299066443048
AGG87831.1,-21.517036107568536
AGG87832.1,-15.858024057181611
AGG87833.1,-18.61410426489511
AGG87834.1,-21.171048153811505
AGG87835.1,-19.344816611709373
AGG87836.1,-16.88214800754103
AGG87837.1,-21.259667880329662
AGG87838.1,-12.179004077791284
AGG87839.1,-19.069364630181294
AGG87840.1,-17.901241184885343
AGG87841.1,-18.678420645265582
AGG87842.1,-18.52207724337136
AGG87843.1,-12.737369574532778
AGG87844.1,-18.546065529690317
AGG87845.1,-24.062065790602702
AGG87846.1,-15.52853622200109
AGG87847.1,-19.8408595546028
AGG87848.1,-13.147459147897372
AGG87849.1,-19.84511268240239
AGG87850.1,-20.202561716777318
AGG87851.1,-17.546930505203193
AGG87852.1,-10.920380451044693
AGG87853.1,-12.192762525585842
AGG87854.1,-27.84734472848435
AGG87855.1,-14.872791783200157
AGG87856.1,-14.941210802746985
AGG87857.1,-17.221968591626755
AGG87858.1,-12.501209112055575
AGG87859.1,-10.127867238581203
AGG87860.1,-19.355956639622427
AGG87861.1,-17.264094202051034
AGG87862.1,-9.969829301730062
AGG87863.1,-15.890894746617995
AGG87864.1,-15.038543967962658
AGG87865.1,-16.13517804850047
AGG87866.1,-20.38465409825033
AGG87867.1,-10.079089539499243
AGG87868.1,-26.02364739428871
AGG87869.1,-17.195871866254738
AGG87870.1,-19.731651523201982
AGG87871.1,-12.783211049781233
AGG87872.1,-21.168855214317567
AGG87873.1,-15.80424910844323
AGG87874.1,-38.22315537023805
AGG87875.1,-27.044094338291945
AGG87876.1,-11.96301487765519
AGG87877.1,-22.65224834339883
AGG87878.1,-19.422190879044848
AGG87879.1,-23.845690325619472
AGG87880.1,-20.48038122713622
AGG87881.1,-13.581071226383564
AGG87882.1,-15.726774459801543
AGG87883.1,-27.98031828192628
AGG87884.1,-23.556501712043463
AGG87885.1,-29.350435148666918
AGG87886.1,-28.461924850754343
AGG87887.1,-17.288959545875073
AGG87888.1,-31.474775119104898
AGG87889.1,-24.329776034864818
AGG87890.1,-22.3903683675506
AGG87891.1,-22.99587679450447
AGG87892.1,-10.008422791071434
AGG87893.1,-13.419720196692271
AGG87894.1,-30.502425912921247
AGG87895.1,-18.415420245105132
AGG87896.1,-25.589848266007024
AGG87897.1,-29.416108170054844
AGG87898.1,-30.232380757572074
AGG87899.1,-27.11887626832595
AGG87900.1,-24.58486598373519
AGG87901.1,-10.742060713899443
AGG87902.1,-33.574238752564646
AGG87903.1,-24.412912742693642
AGG87904.1,-23.745206164100964
AGG87905.1,-24.18799605141396
AGG87906.1,-15.5437644224127
AGG87907.1,-32.15107460878534
AGG87908.1,-16.77028450349133
AGG87909.1,-9.333717133616796
AGG87910.1,-21.471241123059162
AGG87911.1,-20.13560484617262
AGG87912.1,-15.183354861060272
AGG87913.1,-21.827628739142636
AGG87914.1,-25.430263965346576
AGG87915.1,-17.552108245809286
AGG87916.1,-22.052038591530653
AGG87917.1,-18.69971044054478
AGG87918.1,-8.350447237626446
AGG87919.1,-25.129551653993786
AGG87920.1,-19.792303954554804
AGG87921.1,-23.28952060655244
AGG87922.1,-25.77081601999832
AGG87923.1,-17.65661875800705
AGG87924.1,-38.96673988958782
AGG87925.1,-41.34934443540568
AGG87926.1,-30.878424055716714
AGG87927.1,-44.881451460592075
AGG87928.1,-14.35174595268287
AGG87929.1,-19.855305170620994
AGG87930.1,-26.502333186122495
AGG87931.1,-24.45446555155774
AGG87932.1,-37.59963067249234
AGG87933.1,-19.879490387537743
AGG87934.1,-17.06872285944599
AGG87935.1,-14.206013458378687
AGG87936.1,-22.53813143253418
AGG87937.1,-24.93610929953509
AGG87938.1,-16.38856217212453
AGG87939.1,-14.732509718408544
AGG87940.1,-20.3789849014763
AGG87941.1,-22.80854930691526
AGG87942.1,-15.82284918288453
AGG87943.1,-20.441507099393323
AGG87944.1,-24.15191802573108
AGG87945.1,-23.614811205690767
AGG87946.1,-18.14534311540318
AGG87947.1,-27.148337533759914
AGG87948.1,-18.24911386899955
AGG87949.1,-14.793602366566283
AGG87950.1,-18.26186360043949
AGG87951.1,-41.80497535483237
AGG87952.1,-25.263097004520393
AGG87953.1,-10.237988938473078
AGG87954.1,-18.619742569435438
AGG87955.1,-15.12644784566745
AGG87956.1,-19.485962928525083
AGG87957.1,-14.804813455019943
AGG87958.1,-10.831975918444439
AGG87959.1,-11.803962656984826
AGG87960.1,-11.813086811515262
AGG87961.1,-19.211408081322496
AGG87962.1,-17.0976097904652
AGG87963.1,-12.249594216446873
AGG87964.1,-13.17103451594958
AGG87965.1,-22.107117681940007
AGG87966.1,-16.292968267485133
AGG87967.1,-16.74208425373967
AGG87968.1,-11.439602248367667
AGG87969.1,-11.956292050890314
AGG87970.1,-15.608891957777558
AGG87971.1,-18.747808966558782
AGG87972.1,-15.329489098745292
AGG87973.1,-15.917283619844284
AGG87974.1,-16.347328567716875
AGG87975.1,-14.644159839088763
AGG87976.1,-14.168097191348831
AGG87977.1,-17.532001909743094
AGG87978.1,-18.73649735002991
AGG87979.1,-18.925411480275088
AGG87980.1,-22.364169444685153
AGG87981.1,-22.46946880043935
AGG87982.1,-17.839692135197453
AGG87983.1,-15.177074574879171
AGG87984.1,-13.723232093105045
AGG87985.1,-29.60479146651076
AGG87986.1,-12.232334731406992
AGG87987.1,-17.883997169938986
AGG87988.1,-26.67987088262563
AGG87989.1,-20.22013736274082
AGG87990.1,-38.68587476915252
AGG87991.1,-13.123318103813851
AGG87992.1,-30.5635629117046
AGG87993.1,-26.794001927647244
AGG87994.1,-25.10815688762588
AGG87995.1,-25.616741525936835
AGG87996.1,-8.112517525240055
AGG87997.1,-33.758855194744854
AGG87998.1,-16.5249226232333
AGG87999.1,-33.15014613861404
AGG88000.1,-15.141042051627426
AGG88001.1,-22.51734687342592
AGG88002.1,-19.704598077918007
AGG88003.1,-29.274860837270083
AGG88004.1,-44.54710027213663
AGG88005.1,-17.745404333732793
AGG88006.1,-25.64880807197316
AGG88007.1,-27.219402484965208
AGG88008.1,-23.528828908272587
AGG88009.1,-26.647823714723927
AGG88010.1,-16.878681886874105
AGG88011.1,-17.374184377118144
